NUM,POPULATION,UKPRN,PROVIDER_NAME,MODE_OF_STUDY,LEVEL_OF_STUDY,SUBJECT_LEVEL,CAH_CODE,CAH_NAME,QUESTION_NUMBER,NUMBER_RESPONSES,NUMBER_POPULATION,SUPPRESSION_REASON,OPTION1,OPTION2,OPTION3,OPTION4,OPTION5,NOT_APPLICABLE,POSITIVITY_MEASURE,STANDARD_DEVIATION,BENCHMARK,DIFFERENCE,contr_benchmark,MATERIALLY_BELOW_BENCH,INLINE_WITH_BENCH,MATERIALLY_ABOVE_BENCH,DIFFERENCE_LOWERCI99,DIFFERENCE_LOWERCI97,DIFFERENCE_LOWERCI95,DIFFERENCE_LOWERCI92,DIFFERENCE_LOWERCI90,DIFFERENCE_LOWERCI87,DIFFERENCE_LOWERCI85,DIFFERENCE_LOWERCI82,DIFFERENCE_LOWERCI80,DIFFERENCE_LOWERCI77,DIFFERENCE_LOWERCI75,DIFFERENCE_UPPERCI99,DIFFERENCE_UPPERCI97,DIFFERENCE_UPPERCI95,DIFFERENCE_UPPERCI92,DIFFERENCE_UPPERCI90,DIFFERENCE_UPPERCI87,DIFFERENCE_UPPERCI85,DIFFERENCE_UPPERCI82,DIFFERENCE_UPPERCI80,DIFFERENCE_UPPERCI77,DIFFERENCE_UPPERCI75,INDICATOR_LOWERCI99,INDICATOR_LOWERCI97,INDICATOR_LOWERCI95,INDICATOR_LOWERCI92,INDICATOR_LOWERCI90,INDICATOR_LOWERCI87,INDICATOR_LOWERCI85,INDICATOR_LOWERCI82,INDICATOR_LOWERCI80,INDICATOR_LOWERCI77,INDICATOR_LOWERCI75,INDICATOR_UPPERCI99,INDICATOR_UPPERCI97,INDICATOR_UPPERCI95,INDICATOR_UPPERCI92,INDICATOR_UPPERCI90,INDICATOR_UPPERCI87,INDICATOR_UPPERCI85,INDICATOR_UPPERCI82,INDICATOR_UPPERCI80,INDICATOR_UPPERCI77,INDICATOR_UPPERCI75,PUB_RESPONSE_HEADCOUNT,PUB_RESPRATE
1,Registered,example,University of Northumbria at Newcastle,All modes,All undergraduates,CAH3,CAH07-01-01,Physics,Q01,9.4,16.4,,4.69,3.01,1.67,0.0,0.0,0.0,82.2,10.0,90.3,-8.2,1.8,71.4,14.2,14.4,-37.9,-30.7,-27.8,-26.0,-24.7,-23.6,-22.6,-21.8,-21.0,-20.3,-19.7,21.6,14.3,11.5,9.7,8.3,7.2,6.3,5.4,4.7,4.0,3.4,35.1,46.5,51.1,54.1,56.3,58.2,59.7,61.1,62.3,63.4,64.4,99.1,97.6,96.7,95.9,95.3,94.7,94.1,93.6,93.2,92.7,92.3,13,57.1
